2025-03-19 14:21:31,095 - __main__ - INFO - Git 설정 완료
2025-03-19 14:22:11,723 - __main__ - ERROR - 명령어 실패: fatal: could not read Username for 'https://github.com': No such device or address

2025-03-19 14:22:11,724 - __main__ - ERROR - GitHub 커밋/푸시 오류: 명령어 실패: fatal: could not read Username for 'https://github.com': No such device or address

2025-03-19 14:22:11,724 - __main__ - ERROR - 데이터 업데이트 오류: 명령어 실패: fatal: could not read Username for 'https://github.com': No such device or address

2025-03-19 14:57:44,600 - __main__ - INFO - SSH 설정 완료
2025-03-19 14:57:44,634 - __main__ - INFO - Git 설정 완료
2025-03-19 14:58:25,668 - __main__ - INFO - GitHub 저장소에 성공적으로 푸시되었습니다.
2025-03-19 14:58:25,670 - __main__ - INFO - GitHub 데이터 업데이트 완료: 2025-03-19 14:58:23
2025-03-19 15:33:47,660 - __main__ - INFO - Git 설정 완료
2025-03-19 15:34:30,276 - __main__ - INFO - Git 설정 완료
2025-03-19 15:34:30,482 - modules.pairs - ERROR - Error fetching 005930: Cannot connect to host fchart.stock.naver.com:443 ssl:default [Temporary failure in name resolution]
2025-03-19 15:34:30,483 - modules.pairs - ERROR - Error fetching 450140: Cannot connect to host fchart.stock.naver.com:443 ssl:default [Temporary failure in name resolution]
2025-03-19 15:34:30,486 - modules.pairs - ERROR - Error fetching 004100: Cannot connect to host fchart.stock.naver.com:443 ssl:default [Temporary failure in name resolution]
2025-03-19 15:34:30,495 - modules.pairs - ERROR - Error fetching 005380: Cannot connect to host fchart.stock.naver.com:443 ssl:default [Temporary failure in name resolution]
2025-03-19 15:34:30,496 - modules.pairs - ERROR - Error fetching 004830: Cannot connect to host fchart.stock.naver.com:443 ssl:default [Temporary failure in name resolution]
2025-03-19 15:34:30,496 - modules.pairs - ERROR - Error fetching 003470: Cannot connect to host fchart.stock.naver.com:443 ssl:default [Temporary failure in name resolution]
2025-03-19 15:34:30,497 - modules.pairs - ERROR - Error fetching 004250: Cannot connect to host fchart.stock.naver.com:443 ssl:default [Temporary failure in name resolution]
2025-03-19 15:34:30,498 - modules.pairs - ERROR - Error fetching 003540: Cannot connect to host fchart.stock.naver.com:443 ssl:default [Temporary failure in name resolution]
2025-03-19 15:34:30,498 - modules.pairs - ERROR - Error fetching 002020: Cannot connect to host fchart.stock.naver.com:443 ssl:default [Temporary failure in name resolution]
2025-03-19 15:34:30,499 - modules.pairs - ERROR - Error fetching 007810: Cannot connect to host fchart.stock.naver.com:443 ssl:default [Temporary failure in name resolution]
2025-03-19 15:34:30,500 - modules.pairs - ERROR - Error fetching 001790: Cannot connect to host fchart.stock.naver.com:443 ssl:default [Temporary failure in name resolution]
2025-03-19 15:34:30,500 - modules.pairs - ERROR - Error fetching 004980: Cannot connect to host fchart.stock.naver.com:443 ssl:default [Temporary failure in name resolution]
2025-03-19 15:34:30,501 - modules.pairs - ERROR - Error fetching 003070: Cannot connect to host fchart.stock.naver.com:443 ssl:default [Temporary failure in name resolution]
2025-03-19 15:34:30,502 - modules.pairs - ERROR - Error fetching 005940: Cannot connect to host fchart.stock.naver.com:443 ssl:default [Temporary failure in name resolution]
2025-03-19 15:34:30,502 - modules.pairs - ERROR - Error fetching 066570: Cannot connect to host fchart.stock.naver.com:443 ssl:default [Temporary failure in name resolution]
2025-03-19 15:34:30,503 - modules.pairs - ERROR - Error fetching 019170: Cannot connect to host fchart.stock.naver.com:443 ssl:default [Temporary failure in name resolution]
2025-03-19 15:34:30,503 - modules.pairs - ERROR - Error fetching 009830: Cannot connect to host fchart.stock.naver.com:443 ssl:default [Temporary failure in name resolution]
2025-03-19 15:34:30,504 - modules.pairs - ERROR - Error fetching 004360: Cannot connect to host fchart.stock.naver.com:443 ssl:default [Temporary failure in name resolution]
2025-03-19 15:34:30,505 - modules.pairs - ERROR - Error fetching 003530: Cannot connect to host fchart.stock.naver.com:443 ssl:default [Temporary failure in name resolution]
2025-03-19 15:34:30,505 - modules.pairs - ERROR - Error fetching 051900: Cannot connect to host fchart.stock.naver.com:443 ssl:default [Temporary failure in name resolution]
2025-03-19 15:34:30,507 - modules.pairs - ERROR - Error fetching data: Cannot connect to host fchart.stock.naver.com:443 ssl:default [Temporary failure in name resolution]
2025-03-19 15:34:30,508 - modules.pairs - ERROR - Error fetching data: Cannot connect to host fchart.stock.naver.com:443 ssl:default [Temporary failure in name resolution]
2025-03-19 15:34:30,513 - modules.pairs - ERROR - Error fetching data: Cannot connect to host fchart.stock.naver.com:443 ssl:default [Temporary failure in name resolution]
2025-03-19 15:34:30,514 - modules.pairs - ERROR - Error fetching data: Cannot connect to host fchart.stock.naver.com:443 ssl:default [Temporary failure in name resolution]
2025-03-19 15:34:30,514 - modules.pairs - ERROR - Error fetching data: Cannot connect to host fchart.stock.naver.com:443 ssl:default [Temporary failure in name resolution]
2025-03-19 15:34:30,515 - modules.pairs - ERROR - Error fetching data: Cannot connect to host fchart.stock.naver.com:443 ssl:default [Temporary failure in name resolution]
2025-03-19 15:34:30,515 - modules.pairs - ERROR - Error fetching data: Cannot connect to host fchart.stock.naver.com:443 ssl:default [Temporary failure in name resolution]
2025-03-19 15:34:30,515 - modules.pairs - ERROR - Error fetching data: Cannot connect to host fchart.stock.naver.com:443 ssl:default [Temporary failure in name resolution]
2025-03-19 15:34:30,516 - modules.pairs - ERROR - Error fetching data: Cannot connect to host fchart.stock.naver.com:443 ssl:default [Temporary failure in name resolution]
2025-03-19 15:34:30,516 - modules.pairs - ERROR - Error fetching data: Cannot connect to host fchart.stock.naver.com:443 ssl:default [Temporary failure in name resolution]
2025-03-19 15:34:30,516 - modules.pairs - ERROR - Error fetching data: Cannot connect to host fchart.stock.naver.com:443 ssl:default [Temporary failure in name resolution]
